,id,address,tower_name,building_type,rooms,garages,useful_area,latitude,longitude,point_estimate,minimum_estimate,maximum_estimate
230,230,"Alameda Min Rocha Azevedo, 647",Torre única,Apartamento,4,3,195,-23.56334140,-46.66127700,2860670,2374360,3375600
231,231,"Alameda Min Rocha Azevedo, 619",Torre única,Apartamento,4,3,320,-23.56307700,-46.66107240,4370870,3715240,5026500
232,232,"Alameda Min Rocha Azevedo, 599",Torre única,Apartamento,2,1,85,-23.56293560,-46.66098150,1246960,1034980,1471410
233,233,"Alameda Itu, 775",Torre única,Apartamento,3,2,225,-23.56293040,-46.66074910,-1,-1,-1
234,234,"Alameda Itu, 745",Torre única,Apartamento,3,2,190,-23.56306560,-46.66042430,2787320,2313480,3289040
235,235,"Alameda Itu, 725",Torre única,Apartamento,4,3,390,-23.56327150,-46.66036440,6575180,5588900,7561450
236,236,"Alameda Franca, 760",1,Apartamento,2,1,103,-23.56378470,-46.66107220,1220530,1037450,1403610
237,237,"Alameda Franca, 760",1,Cobertura,3,1,220,-23.56378470,-46.66107220,2606950,2215910,2997990
238,238,"Alameda Franca, 760",2,Apartamento,3,1,189,-23.56378470,-46.66107220,2239610,1903670,2575550
239,239,"Alameda Franca, 760",2,Cobertura,3,1,220,-23.56378470,-46.66107220,2606950,2215910,2997990
240,240,"Alameda Itu, 699",Torre única,Apartamento,4,3,210,-23.56341970,-46.66017550,2559850,2175880,2943830
241,241,"Alameda Itu, 699",Torre única,Apartamento,4,5,400,-23.56341970,-46.66017550,4875910,4144520,5607300
242,242,"Alameda Itu, 699",Torre única,Cobertura,4,5,490,-23.56341970,-46.66017550,5972990,5077040,6868940
243,243,"Alameda Casa Branca, 456",Torre única,Apartamento,4,3,340,-23.56494670,-46.65900090,4612730,3920820,5304640
244,244,"Alameda Casa Branca, 438",Torre única,Apartamento,3,2,118,-23.56480770,-46.65883190,1514030,1286930,1741140
245,245,"Alameda Itu, 593",Torre única,Apartamento,4,5,502,-23.56406440,-46.65942570,12607000,10716000,14498100
246,246,"Alameda Itu, 593",Torre única,Cobertura,4,8,805,-23.56406440,-46.65942570,20216500,17184000,23249000
247,247,"Alameda Franca, 626",Torre única,Apartamento,4,3,290,-23.56456340,-46.66018160,4423500,3759970,5087020
248,248,"Alameda Franca, 626",Torre única,Cobertura,4,4,547,-23.56456340,-46.66018160,8343630,7092090,9595180
249,249,"Alameda Itu, 547",Torre única,Apartamento,4,3,224,-23.56439650,-46.65906140,2520820,2142690,2898940
250,250,"Alameda Franca, 660",Torre única,Apartamento,5,5,633,-23.56426330,-46.66052730,13333100,11333200,15333100
251,251,"Alameda Itu, 563",Torre única,Apartamento,4,4,227,-23.56428880,-46.65917680,3699960,3144970,4254950
252,252,"Alameda Itu, 563",Torre única,Cobertura,4,4,399,-23.56428880,-46.65917680,6503450,5527940,7478970
253,253,"Alameda Casa Branca, 492",Torre única,Apartamento,4,4,360,-23.56527670,-46.65919750,7076800,6015280,8138310
254,254,"Alameda Franca, 1581",Torre única,Apartamento,3,1,112,-23.55890310,-46.66711530,1324340,1125680,1522990
255,255,"Rua Bela Cintra, 1786",Torre única,Apartamento,3,3,180,-23.56091940,-46.66657960,2560900,2176770,2945040
256,256,"Rua Bela Cintra, 1786",Torre única,Cobertura,4,3,412,-23.56091940,-46.66657960,5861620,4982380,6740860
257,257,"Rua Bela Cintra, 1760",Torre única,Apartamento,3,1,120,-23.56056290,-46.66659000,1605570,1364740,1846410
258,258,"Rua Bela Cintra, 1760",Torre única,Apartamento,3,1,138,-23.56056290,-46.66659000,1846410,1569450,2123370
259,259,"Rua Bela Cintra, 1702",Torre única,Apartamento,2,1,85,-23.56038410,-46.66603770,990206,841675,1138740
260,260,"Rua Bela Cintra, 1702",Torre única,Cobertura,2,1,120,-23.56038410,-46.66603770,1397940,1188250,1607630
261,261,"Rua Bela Cintra, 1714",Torre única,Apartamento,4,2,222,-23.56046050,-46.66611510,2662340,2262990,3061690
262,262,"Rua Bela Cintra, 1744",Torre única,Apartamento,2,1,85,-23.56046150,-46.66625130,994873,845642,1144100
263,263,"Alameda Franca, 1401",Torre única,Apartamento,3,1,103,-23.56012810,-46.66582870,1127560,958424,1296690
264,264,"Alameda Franca, 1433",Torre única,Apartamento,3,3,300,-23.55989180,-46.66621020,5752230,4601790,6902680
265,265,"Alameda Lorena, 2042",Torre única,Apartamento,3,1,87,-23.56061200,-46.66958110,1101640,936394,1266890
266,266,"Alameda Lorena, 2042",Torre única,Apartamento,2,1,118,-23.56061200,-46.66958110,1494180,1270050,1718310
267,267,"Alameda Lorena, 1858",Torre única,Apartamento,4,3,310,-23.56178310,-46.66826760,5044130,4287510,5800750
268,268,"Rua Bela Cintra, 1886",Torre única,Apartamento,4,3,240,-23.56151450,-46.66720600,2694800,2290580,3099020
269,269,"Rua Bela Cintra, 1900",Torre única,Apartamento,3,2,250,-23.56169130,-46.66736620,4251820,3614050,4889590
270,270,"Rua Bela Cintra, 1900",Torre única,Cobertura,3,5,365,-23.56169130,-46.66736620,6207660,5276510,7138810
271,271,"Rua Oscar Freire, 1201",Torre única,Apartamento,2,1,80,-23.56133300,-46.67140170,1173610,974096,1384860
272,272,"Rua Oscar Freire, 1221",Torre única,Apartamento,3,1,150,-23.56120340,-46.67146490,1567660,1332510,1802810
273,273,"Rua Oscar Freire, 1234",Torre única,Apartamento,4,2,147,-23.56091540,-46.67127970,1724110,1465500,1982730
274,274,"Rua Oscar Freire, 1218",Torre única,Apartamento,2,1,86,-23.56087300,-46.67110110,842119,715801,968437
275,275,"Rua Oscar Freire, 1240",Torre única,Apartamento,3,2,210,-23.56068620,-46.67127930,2614410,2222250,3006570
276,276,"Alameda Lorena, 1999",Torre única,Apartamento,3,2,150,-23.56098220,-46.66929310,1742840,1481420,2004270
277,277,"Alameda Lorena, 2039",Torre única,Apartamento,3,2,155,-23.56069710,-46.66954550,1860720,1581620,2139830
278,278,"Rua Bela Cintra, 2032",Torre única,Apartamento,4,3,306,-23.56256650,-46.66827380,4592470,3903600,5281350
279,279,"Rua Bela Cintra, 2032",Torre única,Cobertura,4,3,600,-23.56256650,-46.66827380,9004850,7654120,10355600
280,280,"Rua Bela Cintra, 2060",Torre única,Apartamento,3,2,230,-23.56273980,-46.66845650,2882970,2450530,3315420
281,281,"Rua Bela Cintra, 2060",Torre única,Apartamento,3,2,454,-23.56273980,-46.66845650,5690740,4837130,6544350
282,282,"Alameda Lorena, 1853",Torre única,Apartamento,3,1,163,-23.56190420,-46.66827210,2140010,1819010,2461010
283,283,"Rua Bela Cintra, 2080",Torre única,Apartamento,3,3,280,-23.56285890,-46.66864660,3361870,2857590,3866150
284,284,"Alameda Lorena, 1867",Torre única,Apartamento,1,1,47,-23.56181820,-46.66836420,689496,572281,813605
285,285,"Alameda Lorena, 1867",Torre única,Cobertura,2,3,150,-23.56181820,-46.66836420,2200520,1826430,2596610
286,286,"Alameda Gabriel Monteiro da Silva, 41",Torre única,Apartamento,3,1,186,-23.56169870,-46.67359910,2088360,1775110,2401620
287,287,"Rua Oscar Freire, 1085",Torre única,Apartamento,3,2,169,-23.56194790,-46.67042460,2295030,1950780,2639290
288,288,"Rua Bela Cintra, 2206",Torre única,Apartamento,3,1,110,-23.56369390,-46.66944510,1477870,1256190,1699550
289,289,"Rua Bela Cintra, 2206",Torre única,Apartamento,3,1,126,-23.56369390,-46.66944510,1692830,1438900,1946750
290,290,"Rua Bela Cintra, 2206",Torre única,Cobertura,3,1,240,-23.56369390,-46.66944510,3224430,2740770,3708100
291,291,"Rua Bela Cintra, 2302",Torre única,Apartamento,2,-1,76,-23.56412470,-46.67022250,956404,812943,1099860
292,292,"Rua Bela Cintra, 2302",Torre única,Apartamento,3,1,113,-23.56412470,-46.67022250,1422020,1208720,1635320
293,293,"Rua Bela Cintra, 2262",A,Apartamento,3,2,280,-23.56464840,-46.66972820,-1,-1,-1
294,294,"Rua Bela Cintra, 2262",B,Apartamento,3,2,289,-23.56464840,-46.66972820,-1,-1,-1
295,295,"Rua Bela Cintra, 2286",Torre única,Apartamento,2,1,120,-23.56421240,-46.66999080,1361880,1157590,1566160
296,296,"Rua Bela Cintra, 2286",Torre única,Apartamento,3,1,140,-23.56421240,-46.66999080,1588850,1350530,1827180
297,297,"Rua Bela Cintra, 2350",Torre única,Apartamento,4,1,269,-23.56438450,-46.67031740,4255440,3617120,4893760
298,298,"Rua Bela Cintra, 2230",Torre única,Apartamento,3,4,331,-23.56366800,-46.66957870,7813340,6641340,8985340
299,299,"Rua Bela Cintra, 2230",Torre única,Apartamento,3,5,506,-23.56366800,-46.66957870,11944300,10152600,13735900
300,300,"Rua Bela Cintra, 2230",Torre única,Cobertura,3,5,510,-23.56366800,-46.66957870,12038700,10232900,13844500
301,301,"Rua Haddock Lobo, 1084",Torre única,Apartamento,4,2,148,-23.56114490,-46.66518550,1720810,1462690,1978930
302,302,"Alameda Franca, 1277",Torre única,Apartamento,3,1,180,-23.56078550,-46.66499780,2226520,1892550,2560500
303,303,"Alameda Franca, 1313",Torre única,Apartamento,3,2,156,-23.56059610,-46.66531650,1835130,1559860,2110400
304,304,"Alameda Franca, 1329",Torre única,Apartamento,3,2,208,-23.56049960,-46.66539000,1860200,1636970,2102020
305,305,"Alameda Franca, 1329",Torre única,Cobertura,3,2,208,-23.56049960,-46.66539000,1860200,1636970,2102020
306,306,"Alameda Franca, 1331",Torre única,Apartamento,3,1,190,-23.56044530,-46.66548090,2727660,2318510,3136810
307,307,"Rua Haddock Lobo, 1190",Torre única,Apartamento,2,1,92,-23.56185010,-46.66574900,975513,829186,1121840
308,308,"Rua Haddock Lobo, 1170",Torre única,Apartamento,2,1,91,-23.56170640,-46.66573690,1334980,1108030,1575280
309,309,"Rua Haddock Lobo, 1136",Torre única,Apartamento,3,2,158,-23.56149190,-46.66552280,2317880,1923840,2735100
310,310,"Rua Haddock Lobo, 1136",Torre única,Cobertura,4,2,360,-23.56149190,-46.66552280,5281240,4383430,6231870
311,311,"Rua Bela Cintra, 1745",Torre única,Apartamento,3,4,270,-23.56075730,-46.66628260,5428040,4613840,6242250
312,312,"Rua Bela Cintra, 1867",Torre única,Apartamento,4,-1,362,-23.56146780,-46.66709930,5419760,4606800,6232730
313,313,"Rua Haddock Lobo, 1282",Torre única,Apartamento,4,3,214,-23.56242120,-46.66638460,2546430,2164470,2928400
314,314,"Rua Haddock Lobo, 1310",Torre única,Apartamento,3,1,184,-23.56252460,-46.66656190,2264030,1924430,2603640
315,315,"Rua Haddock Lobo, 1310",Torre única,Cobertura,4,2,333,-23.56252460,-46.66656190,4097410,3482800,4712020
316,316,"Rua Bela Cintra, 1903",Torre única,Apartamento,2,1,80,-23.56171490,-46.66737800,1173610,974096,1384860
317,317,"Rua Bela Cintra, 1917",Torre única,Apartamento,3,2,221,-23.56178830,-46.66747170,2780940,2363800,3198080
318,318,"Alameda Lorena, 1706",Torre única,Apartamento,3,1,145,-23.56267330,-46.66723970,1754420,1491250,2017580
319,319,"Rua Haddock Lobo, 1272",Torre única,Apartamento,2,1,90,-23.56240140,-46.66634200,988699,840394,1137000
320,320,"Rua Haddock Lobo, 1141",Torre única,Apartamento,3,1,100,-23.56168240,-46.66555040,1467010,1217620,1731070
321,321,"Rua Haddock Lobo, 1097",Torre única,Apartamento,3,1,98,-23.56144860,-46.66521850,1191690,1012940,1370440
322,322,"Rua Haddock Lobo, 1129",Torre única,Apartamento,4,4,250,-23.56153320,-46.66495350,3382560,2875170,3889940
323,323,"Rua Haddock Lobo, 1129",Torre única,Cobertura,4,4,738,-23.56153320,-46.66495350,9985300,8487510,11483100
324,324,"Rua Haddock Lobo, 1175",Torre única,Apartamento,1,3,70,-23.56189070,-46.66565750,1086310,923367,1249260
325,325,"Rua Haddock Lobo, 1175",Torre única,Cobertura,3,3,150,-23.56189070,-46.66565750,2327820,1978640,2676990
326,326,"Rua Bela Cintra, 2117",Torre única,Apartamento,3,2,180,-23.56322020,-46.66885640,2640620,2191720,3115930
327,327,"Rua Bela Cintra, 2047",Torre única,Apartamento,4,1,260,-23.56267600,-46.66829880,3253360,2765350,3741360
328,328,"Rua Bela Cintra, 2079",Torre única,Apartamento,3,1,235,-23.56293520,-46.66856430,2999830,2549860,3449810
329,329,"Rua Haddock Lobo, 1454",Torre única,Apartamento,3,1,130,-23.56346310,-46.66759340,1494970,1270720,1719210
330,330,"Rua Haddock Lobo, 1454",Torre única,Cobertura,4,2,245,-23.56346310,-46.66759340,2817440,2394820,3240050
331,331,"Alameda Lorena, 1749",Torre única,Apartamento,3,2,220,-23.56267940,-46.66740360,2658880,2260050,3057720
332,332,"Rua Oscar Freire, 802",Torre única,Apartamento,3,2,180,-23.56361300,-46.66827500,2640620,2191720,3115930
333,333,"Rua Oscar Freire, 836",Torre única,Apartamento,3,1,184,-23.56340310,-46.66851610,2699300,2240420,3185180
334,334,"Rua Haddock Lobo, 1259",Torre única,Apartamento,3,2,136,-23.56231410,-46.66610700,1512930,1285990,1739870
335,335,"Rua Haddock Lobo, 1259",Torre única,Apartamento,3,1,136,-23.56231410,-46.66610700,1512930,1285990,1739870
336,336,"Rua Haddock Lobo, 1285",Torre única,Apartamento,3,1,169,-23.56251410,-46.66632060,2020110,1717100,2323130
337,337,"Rua Haddock Lobo, 1285",Torre única,Cobertura,3,2,328,-23.56251410,-46.66632060,3920690,3332590,4508800
338,338,"Rua Haddock Lobo, 1331",Torre única,Apartamento,4,2,230,-23.56281900,-46.66675800,2817160,2394580,3239730
339,339,"Alameda Franca, 1077",Torre única,Apartamento,3,1,163,-23.56203790,-46.66365970,2076300,1764860,2387750
340,340,"Rua Bela Cintra, 2183",Torre única,Apartamento,3,2,190,-23.56357550,-46.66922110,2821660,2398410,3244910
341,341,"Rua Sarandi, 78",Torre única,Apartamento,4,2,276,-23.56408020,-46.66905450,4079400,3467490,4691310
342,342,"Rua Haddock Lobo, 1435",Torre única,Apartamento,3,1,158,-23.56352900,-46.66739070,2159730,1835770,2483690
343,343,"Rua Haddock Lobo, 1447",Torre única,Apartamento,3,2,195,-23.56372320,-46.66759240,2860670,2374360,3375600
344,344,"Rua Haddock Lobo, 1459",Torre única,Apartamento,3,2,160,-23.56375530,-46.66762570,2087950,1774750,2401140
345,345,"Alameda Franca, 933",Torre única,Apartamento,4,4,470,-23.56303630,-46.66253890,8953750,7610680,10296800
346,346,"Alameda Franca, 933",Torre única,Cobertura,6,7,940,-23.56303630,-46.66253890,17907500,15221400,20593600
347,347,"Alameda Franca, 973",Torre única,Apartamento,3,1,146,-23.56278520,-46.66288370,2141840,1777730,2527370
348,348,"Alameda Franca, 853",Torre única,Apartamento,2,1,135,-23.56345230,-46.66178640,1578800,1341980,1815620
349,349,"Alameda Franca, 853",Torre única,Apartamento,3,1,180,-23.56345230,-46.66178640,2105070,1789310,2420830
350,350,"Alameda Franca, 917",Torre única,Apartamento,3,1,100,-23.56324680,-46.66257020,1375540,1169210,1581870
351,351,"Alameda Min Rocha Azevedo, 726",Torre única,Apartamento,4,3,308,-23.56373060,-46.66189410,5751580,4888840,6614310
352,352,"Alameda Min Rocha Azevedo, 726",Torre única,Cobertura,4,4,618,-23.56373060,-46.66189410,11540500,9809430,13271600
353,353,"Alameda Franca, 895",Torre única,Apartamento,4,4,258,-23.56324160,-46.66218440,5024760,4271040,5778470
354,354,"Rua Bela Cintra, 2271",Torre única,Apartamento,4,3,280,-23.56426810,-46.66968770,4122530,3504150,4740910
355,355,"Rua Sarandi, 61",Torre única,Apartamento,4,3,140,-23.56422030,-46.66910050,1682830,1430410,1935260
356,356,"Rua Sarandi, 61",Torre única,Cobertura,2,3,250,-23.56422030,-46.66910050,3005060,2554300,3455810
357,357,"Rua Haddock Lobo, 1649",Torre única,Apartamento,4,2,196,-23.56478400,-46.66883620,2658440,2259670,3057200
358,358,"Rua Haddock Lobo, 1615",Torre única,Apartamento,4,2,249,-23.56466340,-46.66858650,3568490,3033220,4103760
359,359,"Rua Haddock Lobo, 1615",Torre única,Cobertura,3,2,390,-23.56466340,-46.66858650,5589200,4750820,6427580
360,360,"Rua Haddock Lobo, 1663",Torre única,Apartamento,3,1,180,-23.56486350,-46.66892350,2640620,2191720,3115930
361,361,"Rua Haddock Lobo, 1735",Torre única,Apartamento,4,6,530,-23.56550200,-46.66937240,9217660,8111540,10416000
362,362,"Alameda Lorena, 1272",Torre única,Apartamento,3,2,183,-23.56543550,-46.66411880,2771810,2356040,3187580
363,363,"Alameda Lorena, 1272",Torre única,Apartamento,4,2,345,-23.56543550,-46.66411880,5225550,4441710,6009380
364,364,"Alameda Lorena, 1350",Torre única,Apartamento,1,1,60,-23.56474110,-46.66454710,608557,517273,699840
365,365,"Alameda Lorena, 1350",Torre única,Apartamento,2,1,100,-23.56474110,-46.66454710,1014260,862122,1166400
366,366,"Alameda Min Rocha Azevedo, 988",Torre única,Apartamento,4,2,240,-23.56720560,-46.66540220,3520830,2922290,4154580
367,367,"Alameda Min Rocha Azevedo, 988",Torre única,Cobertura,4,2,480,-23.56720560,-46.66540220,7041660,5844580,8309160
368,368,"Alameda Min Rocha Azevedo, 976",Torre única,Apartamento,3,1,127,-23.56520450,-46.66353590,1587560,1349420,1825690
369,369,"Alameda Min Rocha Azevedo, 896",Torre única,Apartamento,3,1,230,-23.56483560,-46.66309410,2606700,2215700,2997710
370,370,"Alameda Min Rocha Azevedo, 872",Torre única,Apartamento,4,4,300,-23.56468520,-46.66293910,5752230,4601790,6902680
371,371,"Alameda Min Rocha Azevedo, 932",Torre única,Apartamento,4,4,207,-23.56502880,-46.66318390,2785510,2367680,3203340
372,372,"Alameda Min Rocha Azevedo, 932",Torre única,Cobertura,4,4,450,-23.56502880,-46.66318390,6055460,5147140,6963780
373,373,"Rua Peixoto Gomide, 1442",A,Apartamento,3,1,140,-23.56493270,-46.66138820,1934760,1644540,2224970
374,374,"Rua Peixoto Gomide, 1442",B,Apartamento,3,1,130,-23.56493270,-46.66138820,1796560,1527080,2066040
375,375,"Rua Peixoto Gomide, 1442",B,Cobertura,3,1,260,-23.56493270,-46.66138820,3593120,3054150,4132090
376,376,"Alameda Franca, 699",Torre única,Apartamento,3,2,160,-23.56422930,-46.66086150,1972860,1676930,2268790
377,377,"Alameda Franca, 699",Torre única,Apartamento,5,3,312,-23.56422930,-46.66086150,3847080,3270020,4424150
378,378,"Alameda Franca, 753",Torre única,Apartamento,3,3,186,-23.56398350,-46.66115880,2514310,2137170,2891460
379,379,"Alameda Franca, 729",Torre única,Apartamento,4,4,350,-23.56410680,-46.66100410,6475300,5504000,7446590
380,380,"Alameda Franca, 729",Torre única,Cobertura,4,-1,629,-23.56410680,-46.66100410,11637000,9891480,13382600
381,381,"Rua Peixoto Gomide, 1390",Torre única,Apartamento,4,3,148,-23.56458610,-46.66102920,2425190,2061410,2788970
382,382,"Rua Peixoto Gomide, 1390",Torre única,Cobertura,3,5,420,-23.56458610,-46.66102920,6882290,5849950,7914640
383,383,"Rua Peixoto Gomide, 1418",Torre única,Apartamento,4,5,380,-23.56466190,-46.66113020,8213370,6981360,9445370
384,384,"Rua Peixoto Gomide, 1418",Torre única,Apartamento,4,5,418,-23.56466190,-46.66113020,9034700,7679500,10389900
385,385,"Rua Peixoto Gomide, 1418",Torre única,Cobertura,4,7,581,-23.56466190,-46.66113020,12557800,10674100,14441500
386,386,"Rua Haddock Lobo, 1730",Torre única,Apartamento,3,2,280,-23.56543650,-46.66956650,4709280,4002880,5415670
387,387,"Rua Haddock Lobo, 1730",Torre única,Apartamento,3,2,450,-23.56543650,-46.66956650,7568480,6433210,8703750
388,388,"Rua Bela Cintra, 2349",Torre única,Apartamento,4,4,260,-23.56462890,-46.67035580,5690050,4836540,6543550
389,389,"Rua Bela Cintra, 2349",Torre única,Cobertura,4,6,529,-23.56462890,-46.67035580,11577100,9840500,13313600
390,390,"Rua Oscar Freire, 364",Torre única,Apartamento,3,2,225,-23.56617730,-46.66514610,3095430,2631110,3559740
391,391,"Alameda Min Rocha Azevedo, 1110",Torre única,Apartamento,4,2,300,-23.56626080,-46.66457220,4805210,4084430,5526000
392,392,"Alameda Min Rocha Azevedo, 1110",Torre única,Cobertura,4,3,636,-23.56626080,-46.66457220,10187100,8659000,11715100
393,393,"Alameda Lorena, 1307",Torre única,Apartamento,3,1,115,-23.56530790,-46.66443680,1506730,1280720,1732740
394,394,"Alameda Lorena, 1359",Torre única,Apartamento,3,1,250,-23.56498680,-46.66480890,3667530,3044050,4327690
395,395,"Alameda Lorena, 1239",Torre única,Apartamento,3,1,180,-23.56567770,-46.66389230,1983610,1686070,2281160
396,396,"Alameda Min Rocha Azevedo, 875",Torre única,Apartamento,3,2,210,-23.56481290,-46.66280070,2603710,2213160,2994270
397,397,"Alameda Min Rocha Azevedo, 875",Torre única,Cobertura,3,2,342,-23.56481290,-46.66280070,4240340,3604290,4876390
